deal_id,funded_amount,funded_date,industry_id
a4Gf1000000nSTMEA2,9200,8/12/2020,2
a4Gf1000000nSTOEA2,30000,4/21/2019,4
a4Gf1000000nSTPEA2,23000,10/11/2019,3
a4Gf1000000nSTQEA2,30000,10/6/2019,1
a4Gf1000000nSdtEAE,15000,12/30/2018,2
a4Gf1000000nSe2EAE,4800,12/10/2019,3
a4Gf1000000nSeAEAU,12000,10/7/2020,1
a4Gf1000000nSeBEAU,3000,10/25/2020,4
a4Gf1000000nSeEEAU,6000,10/26/2018,2
a4Gf1000000nSeFEAU,4500,6/30/2019,2
a4Gf1000000nSeTEAU,3000,5/28/2019,4
a4Gf1000000nSeVEAU,75000,12/22/2020,4
a4Gf1000000nSefEAE,6000,12/13/2019,3
a4Gf1000000nSeoEAE,4000,1/17/2019,2
a4Gf1000000nSeuEAE,40000,1/10/2019,3
a4Gf1000000nSexEAE,23000,6/27/2018,4
a4Gf1000000nSf1EAE,7000,4/9/2019,4
a4Gf1000000nSf2EAE,40000,8/12/2019,4
a4Gf1000000nSfAEAU,7500,8/16/2019,4
a4Gf1000000nSfGEAU,3300,11/11/2020,2
a4Gf1000000nSfMEAU,3500,1/19/2018,3
a4Gf1000000nSfPEAU,3000,7/26/2020,2
a4Gf1000000nSfWEAU,10000,7/16/2020,4
a4Gf1000000nSfeEAE,3500,3/21/2018,3
a4Gf1000000nSfhEAE,14000,4/11/2018,1
a4Gf1000000nSfnEAE,18000,5/15/2018,4
a4Gf1000000nSfoEAE,20000,11/25/2018,4
a4Gf1000000nSfsEAE,75000,12/3/2019,4
a4Gf1000000nSfzEAE,10000,3/18/2020,3
a4Gf1000000nSg1EAE,21000,11/25/2018,2
a4Gf1000000nSg5EAE,5200,8/30/2018,3
a4Gf1000000nSg9EAE,30000,2/2/2020,1
a4Gf1000000nSgCEAU,7800,1/24/2020,2
a4Gf1000000nSgIEAU,20000,10/17/2019,4
a4Gf1000000nSgLEAU,13500,3/18/2019,2
a4Gf1000000nSgNEAU,10000,4/12/2018,4
a4Gf1000000nSgREAU,14000,7/5/2018,4
a4Gf1000000nSgaEAE,4200,7/15/2020,4
a4Gf1000000nSgdEAE,10000,9/12/2019,4
a4Gf1000000nSgfEAE,5800,11/10/2020,3
a4Gf1000000nSgmEAE,6300,12/16/2020,1
a4Gf1000000nSh0EAE,10000,8/14/2018,4
a4Gf1000000nSh2EAE,4000,1/7/2019,3
a4Gf1000000nSh5EAE,50000,6/6/2018,4
a4Gf1000000nShHEAU,4500,6/19/2018,2
a4Gf1000000nShIEAU,5500,12/8/2020,1
a4Gf1000000nShJEAU,5500,3/8/2020,3
a4Gf1000000nShLEAU,6000,9/2/2019,1
a4Gf1000000nShNEAU,15500,12/29/2019,2
a4Gf1000000nShXEAU,30000,11/12/2019,2
a4Gf1000000nShfEAE,6600,11/19/2019,2
a4Gf1000000nShhEAE,13500,3/10/2018,4
a4Gf1000000nShjEAE,23000,2/20/2019,4
a4Gf1000000nShlEAE,6600,10/19/2018,3
a4Gf1000000nShmEAE,6000,6/5/2020,3
a4Gf1000000nShnEAE,6000,1/21/2019,3
a4Gf1000000nShyEAE,27000,5/23/2018,4
a4Gf1000000nSi8EAE,11000,9/8/2020,3
a4Gf1000000nSiBEAU,150000,12/29/2020,2
a4Gf1000000nSiCEAU,20000,11/15/2018,4
a4Gf1000000nSiGEAU,37500,4/3/2019,1
a4Gf1000000nSiHEAU,6600,5/20/2019,2
a4Gf1000000nSiKEAU,40000,6/21/2019,3
a4Gf1000000nSiLEAU,40000,6/17/2020,3
a4Gf1000000nSiWEAU,23000,3/14/2020,4
a4Gf1000000nSiXEAU,210000,11/1/2019,4
a4Gf1000000nSiZEAU,6000,10/31/2018,4
a4Gf1000000nSifEAE,6600,5/26/2020,4
a4Gf1000000nSihEAE,15000,5/29/2018,4
a4Gf1000000nSivEAE,11000,2/23/2019,3
a4Gf1000000nSj2EAE,6600,6/13/2018,4
a4Gf1000000nSj6EAE,5600,6/28/2018,1
a4Gf1000000nSj8EAE,5500,8/17/2018,4
a4Gf1000000nSj9EAE,6000,2/22/2019,4
a4Gf1000000nSjFEAU,3000,2/13/2020,2
a4Gf1000000nSjJEAU,13000,3/17/2019,1
a4Gf1000000nSjNEAU,40000,8/23/2020,2
a4Gf1000000nSjOEAU,11000,12/4/2019,2
a4Gf1000000nSjPEAU,10000,6/18/2019,3
a4Gf1000000nSjTEAU,4000,12/1/2019,4
a4Gf1000000nSjUEAU,12000,6/17/2018,2
a4Gf1000000nSjVEAU,17500,2/25/2019,4
a4Gf1000000nSjXEAU,75000,3/31/2018,4
a4Gf1000000nSjkEAE,15500,2/24/2020,2
a4Gf1000000nSjnEAE,38500,5/23/2019,3
a4Gf1000000nSjoEAE,4500,10/24/2019,4
a4Gf1000000nSjrEAE,15000,8/16/2018,3
a4Gf1000000nSjuEAE,55000,6/4/2020,4
a4Gf1000000nSk9EAE,12000,4/21/2019,1
a4Gf1000000nSkKEAU,6300,3/3/2019,1
a4Gf1000000nSkMEAU,3200,8/7/2019,4
a4Gf1000000nSkNEAU,3000,11/1/2018,4
a4Gf1000000nSkREAU,10000,4/6/2020,3
a4Gf1000000nSkTEAU,23000,5/27/2018,4
a4Gf1000000nSkWEAU,16000,2/22/2020,1
a4Gf1000000nSkaEAE,3500,4/1/2018,4
a4Gf1000000nSkbEAE,4500,8/18/2019,4
a4Gf1000000nSkiEAE,38000,4/23/2018,4
a4Gf1000000nSkoEAE,35000,1/19/2020,3
a4Gf1000000nSksEAE,4000,5/30/2019,2
a4Gf1000000nSktEAE,5000,8/28/2019,3
a4Gf1000000nSkuEAE,75000,8/26/2020,4
a4Gf1000000nSkwEAE,2500,10/2/2019,4
a4Gf1000000nSkxEAE,4000,1/7/2019,4
a4Gf1000000nSl7EAE,4000,2/5/2018,3
a4Gf1000000nSl9EAE,3800,2/11/2020,2
a4Gf1000000nSlBEAU,18000,12/31/2018,3
a4Gf1000000nSlGEAU,12000,9/16/2020,1
a4Gf1000000nSlMEAU,5000,6/21/2019,4
a4Gf1000000nSlQEAU,11000,10/5/2020,2
a4Gf1000000nSlSEAU,13000,1/31/2019,3
a4Gf1000000nSlTEAU,19000,1/6/2018,4
a4Gf1000000nSlVEAU,75000,10/5/2020,1
a4Gf1000000nSlXEAU,175000,11/11/2019,4
a4Gf1000000nSlaEAE,20000,9/17/2019,2
a4Gf1000000nSlcEAE,14000,1/16/2018,2
a4Gf1000000nSleEAE,2800,1/8/2020,2
a4Gf1000000nSlgEAE,6600,2/11/2019,3
a4Gf1000000nSlsEAE,10000,1/3/2018,2
a4Gf1000000nSm3EAE,8500,4/9/2018,2
a4Gf1000000nSm8EAE,2500,6/1/2020,2
a4Gf1000000nSmAEAU,16000,2/24/2020,4
a4Gf1000000nSmBEAU,4000,11/5/2019,1
a4Gf1000000nSmGEAU,17000,11/9/2018,2
a4Gf1000000nSmJEAU,41000,3/24/2019,2
a4Gf1000000nSmLEAU,25000,5/8/2020,4
a4Gf1000000nSmNEAU,11000,8/29/2019,2
a4Gf1000000nSmYEAU,35000,2/28/2018,2
a4Gf1000000nSmZEAU,35000,7/5/2019,4
a4Gf1000000nSmcEAE,3500,7/1/2019,2
a4Gf1000000nSmhEAE,4000,12/2/2019,2
a4Gf1000000nSmjEAE,18000,7/1/2020,1
a4Gf1000000nSmkEAE,6000,4/14/2018,2
a4Gf1000000nSmwEAE,25000,4/19/2019,1
a4Gf1000000nSmxEAE,8800,7/1/2020,3
a4Gf1000000nSn1EAE,3000,9/1/2019,2
a4Gf1000000nSn3EAE,35000,3/11/2018,3
a4Gf1000000nSn5EAE,11000,12/4/2020,1
a4Gf1000000nSnBEAU,10000,12/6/2018,1
a4Gf1000000nSnGEAU,25000,8/10/2020,4
a4Gf1000000nSnIEAU,17500,4/28/2019,2
a4Gf1000000nSnMEAU,8000,12/17/2020,3
a4Gf1000000nSnNEAU,38000,9/28/2020,2
a4Gf1000000nSnREAU,2500,10/10/2019,2
a4Gf1000000nSnTEAU,6000,12/26/2018,1
a4Gf1000000nSnWEAU,3200,2/29/2020,2
a4Gf1000000nSnYEAU,13000,10/14/2019,2
a4Gf1000000nSnhEAE,6000,4/25/2020,2
a4Gf1000000nSnjEAE,14000,10/11/2019,2
a4Gf1000000nSnkEAE,12000,5/21/2020,2
a4Gf1000000nSnlEAE,2500,11/9/2018,2
a4Gf1000000nSntEAE,7700,12/15/2018,2
a4Gf1000000nSnuEAE,8000,2/20/2020,2
a4Gf1000000nSnxEAE,4000,9/3/2018,1
a4Gf1000000nSoAEAU,15000,7/27/2018,2
a4Gf1000000nSoCEAU,16300,1/7/2020,2
a4Gf1000000nSoQEAU,102500,12/3/2018,1
a4Gf1000000nS5aEAE,25000,4/2/2019,1
a4Gf1000000nS5dEAE,8500,2/6/2019,1
a4Gf1000000nS5fEAE,10000,2/21/2019,2
a4Gf1000000nS5iEAE,12000,1/5/2018,4
a4Gf1000000nS5lEAE,5000,2/18/2019,3
a4Gf1000000nS5qEAE,25000,1/7/2019,3
a4Gf1000000nS5wEAE,7500,5/22/2019,2
a4Gf1000000nS5zEAE,3800,5/16/2020,2
a4Gf1000000nS61EAE,4000,11/14/2019,2
a4Gf1000000nS6PEAU,25000,5/6/2018,2
a4Gf1000000nS6QEAU,4500,7/12/2019,4
a4Gf1000000nS6SEAU,28000,4/11/2019,2
a4Gf1000000nS6VEAU,19000,5/31/2019,1
a4Gf1000000nS6XEAU,2500,1/27/2019,3
a4Gf1000000nS6cEAE,3700,4/15/2018,4
a4Gf1000000nS6dEAE,15000,2/3/2020,4
a4Gf1000000nS6iEAE,3500,9/7/2018,2
a4Gf1000000nS6jEAE,14000,4/13/2018,2
a4Gf1000000nS6kEAE,6600,9/2/2020,2
a4Gf1000000nS6lEAE,6000,1/23/2019,2
a4Gf1000000nS6nEAE,5500,6/4/2020,3
a4Gf1000000nS6pEAE,34000,11/29/2019,1
a4Gf1000000nS6yEAE,3500,3/19/2020,4
a4Gf1000000nS6zEAE,45000,7/13/2019,4
a4Gf1000000nS75EAE,120000,6/11/2020,2
a4Gf1000000nS79EAE,7000,4/8/2019,4
a4Gf1000000nS7DEAU,5000,12/3/2019,2
a4Gf1000000nS7IEAU,30000,5/15/2018,1
a4Gf1000000nS7LEAU,7000,1/11/2018,2
a4Gf1000000nS7OEAU,17500,8/1/2019,1
a4Gf1000000nS7REAU,15000,3/24/2019,1
a4Gf1000000nS7SEAU,5500,5/15/2019,3
a4Gf1000000nS7YEAU,3000,7/9/2020,2
a4Gf1000000nS7ZEAU,15000,4/18/2020,4
a4Gf1000000nS7hEAE,7200,12/20/2018,1
a4Gf1000000nS7sEAE,15000,5/31/2019,2
a4Gf1000000nSL7EAM,4000,5/11/2019,3
a4Gf1000000nSLBEA2,2500,9/23/2020,2
a4Gf1000000nSLCEA2,3600,9/10/2019,3
a4Gf1000000nSLOEA2,3000,2/12/2018,4
a4Gf1000000nSLWEA2,30000,5/11/2020,4
a4Gf1000000nSLYEA2,2500,5/13/2018,3
a4Gf1000000nSLaEAM,6000,12/2/2020,3
a4Gf1000000nSLdEAM,12000,3/25/2020,2
a4Gf1000000nSLhEAM,2500,7/25/2020,2
a4Gf1000000nSLqEAM,20000,10/25/2019,1
a4Gf1000000nSLrEAM,4500,9/1/2020,3
a4Gf1000000nSLxEAM,5600,7/30/2018,3
a4Gf1000000nSM3EAM,10000,4/9/2020,4
a4Gf1000000nSMAEA2,50000,9/8/2020,4
a4Gf1000000nSMEEA2,30000,8/26/2018,4
a4Gf1000000nSMIEA2,4000,4/5/2018,4
a4Gf1000000nSMMEA2,4500,11/19/2018,4
a4Gf1000000nSMOEA2,15000,8/3/2020,4
a4Gf1000000nSMQEA2,2800,7/20/2019,2
a4Gf1000000nSMdEAM,4500,4/7/2018,1
a4Gf1000000nSMhEAM,18000,12/16/2020,3
a4Gf1000000nSMlEAM,9000,9/7/2020,3
a4Gf1000000nSMpEAM,3500,5/7/2020,3
a4Gf1000000nSMwEAM,2200,12/5/2019,2
a4Gf1000000nSN3EAM,4000,12/26/2019,3
a4Gf1000000nSNBEA2,5000,3/26/2019,4
a4Gf1000000nSNHEA2,10000,3/11/2020,3
a4Gf1000000nSNJEA2,7000,6/27/2020,2
a4Gf1000000nSNMEA2,10000,11/27/2019,2
a4Gf1000000nSNOEA2,9500,10/17/2020,4
a4Gf1000000nSNQEA2,4800,8/8/2020,3
a4Gf1000000nSNSEA2,8800,7/22/2020,2
a4Gf1000000nSNWEA2,5000,4/1/2019,4
a4Gf1000000nSNZEA2,60000,11/26/2020,4
a4Gf1000000nSNdEAM,16000,9/15/2018,1
a4Gf1000000nSNeEAM,5600,12/13/2019,1
a4Gf1000000nSNhEAM,16800,3/11/2020,3
a4Gf1000000nSNjEAM,2000,12/9/2018,3
a4Gf1000000nSNqEAM,20000,5/17/2019,3
a4Gf1000000nSNrEAM,8000,9/8/2020,2
a4Gf1000000nSO0EAM,12500,11/19/2020,2
a4Gf1000000nSO1EAM,2500,2/11/2020,2
a4Gf1000000nSO4EAM,2800,8/13/2018,2
a4Gf1000000nSO7EAM,7800,12/16/2018,1
a4Gf1000000nSOBEA2,37500,3/18/2019,4
a4Gf1000000nSODEA2,2500,7/22/2018,4
a4Gf1000000nSOJEA2,15000,11/21/2019,1
a4Gf1000000nSOOEA2,17000,10/20/2018,3
a4Gf1000000nSOPEA2,26000,11/1/2020,1
a4Gf1000000nSOSEA2,16000,3/10/2019,4
a4Gf1000000nSOUEA2,4000,7/26/2020,2
a4Gf1000000nSOVEA2,12000,7/12/2019,1
a4Gf1000000nSOWEA2,18000,7/7/2018,3
a4Gf1000000nSOZEA2,20000,2/12/2019,3
a4Gf1000000nSOvEAM,5000,1/29/2018,1
a4Gf1000000nSPFEA2,3500,7/31/2019,1
a4Gf1000000nSPLEA2,8800,5/12/2020,2
a4Gf1000000nSPMEA2,7000,11/7/2018,1
a4Gf1000000nSPdEAM,2500,7/21/2019,3
a4Gf1000000nSPsEAM,3500,8/15/2018,4
a4Gf1000000nSPuEAM,8800,7/8/2018,1
a4Gf1000000nSPyEAM,6600,7/11/2018,1
a4Gf1000000nSQ0EAM,8800,10/4/2019,4
a4Gf1000000nSQ1EAM,8800,6/12/2019,2
a4Gf1000000nSQ7EAM,2500,12/29/2018,2
a4Gf1000000nSQ9EAM,1500,12/1/2020,4
a4Gf1000000nSQEEA2,35000,5/3/2018,3
a4Gf1000000nSQGEA2,5600,12/8/2018,3
a4Gf1000000nSQJEA2,3500,9/23/2020,4
a4Gf1000000nSQREA2,7800,6/9/2019,4
a4Gf1000000nSQSEA2,7800,5/11/2019,4
a4Gf1000000nSQaEAM,5600,10/23/2020,3
a4Gf1000000nSQcEAM,4000,10/29/2018,1
a4Gf1000000nSQeEAM,5000,6/8/2019,4
a4Gf1000000nSQxEAM,25000,9/4/2018,4
a4Gf1000000nSQzEAM,115000,7/19/2019,4
a4Gf1000000nSR0EAM,4000,3/10/2019,4
a4Gf1000000nSR7EAM,11000,6/2/2020,3
a4Gf1000000nSRAEA2,4500,4/10/2020,1
a4Gf1000000nSREEA2,32000,8/13/2019,3
a4Gf1000000nSRHEA2,5000,6/8/2018,4
a4Gf1000000nSRJEA2,100000,4/4/2018,2
a4Gf1000000nSRUEA2,12000,3/24/2020,1
a4Gf1000000nSRWEA2,4500,6/6/2020,4
a4Gf1000000nSRdEAM,3500,9/21/2019,4
a4Gf1000000nSRgEAM,7500,5/15/2020,4
a4Gf1000000nSRjEAM,17000,7/29/2020,2
a4Gf1000000nSRpEAM,25000,7/6/2018,2
a4Gf1000000nSRqEAM,5600,10/23/2020,2
a4Gf1000000nSRvEAM,28000,12/15/2019,3
a4Gf1000000nSS1EAM,5800,1/10/2019,2
a4Gf1000000nSS2EAM,4000,7/29/2019,2
a4Gf1000000nSS9EAM,36000,4/20/2020,1
a4Gf1000000nSSHEA2,10000,12/8/2020,4
a4Gf1000000nSSIEA2,5000,8/14/2018,1
a4Gf1000000nSSSEA2,35000,12/25/2018,2
a4Gf1000000nSSTEA2,20000,4/25/2018,2
a4Gf1000000nSSUEA2,7300,6/11/2018,1
a4Gf1000000nSSWEA2,13000,6/18/2018,2
a4Gf1000000nSSXEA2,8800,8/15/2020,1
a4Gf1000000nSSZEA2,25000,5/8/2018,1
a4Gf1000000nSSbEAM,7800,10/21/2019,4
a4Gf1000000nSSiEAM,4000,12/13/2018,4
a4Gf1000000nSSlEAM,10600,12/17/2018,2
a4Gf1000000nSSmEAM,12000,1/15/2018,2
a4Gf1000000nSSoEAM,7000,9/13/2019,2
a4Gf1000000nSSpEAM,5000,3/29/2018,3
a4Gf1000000nSStEAM,47500,7/24/2019,4
a4Gf1000000nST4EAM,2000,10/2/2018,2
a4Gf1000000nST5EAM,3500,3/6/2018,2
a4Gf1000000nST7EAM,5600,10/7/2019,2
a4Gf1000000nST8EAM,7500,6/3/2020,1
a4Gf1000000nSTGEA2,20000,10/10/2020,2
a4Gf1000000nSTIEA2,10000,3/15/2018,3
a4Gf1000000nSdxEAE,6500,10/22/2020,2
a4Gf1000000nSdyEAE,35000,5/22/2020,4
a4Gf1000000nSe4EAE,15000,3/21/2020,2
a4Gf1000000nSe8EAE,3000,1/2/2018,3
a4Gf1000000nSeHEAU,10000,9/6/2018,4
a4Gf1000000nSeJEAU,4000,8/6/2019,4
a4Gf1000000nSeNEAU,15000,5/27/2018,1
a4Gf1000000nSeQEAU,4000,6/16/2020,4
a4Gf1000000nSeUEAU,100000,3/3/2018,1
a4Gf1000000nSeYEAU,8000,4/6/2018,2
a4Gf1000000nSecEAE,4000,6/10/2018,4
a4Gf1000000nSeeEAE,4000,3/25/2020,4
a4Gf1000000nSegEAE,100000,10/8/2018,4
a4Gf1000000nSelEAE,4500,10/24/2020,4
a4Gf1000000nSemEAE,5000,9/26/2018,2
a4Gf1000000nSeqEAE,30000,12/14/2020,2
a4Gf1000000nSerEAE,18000,3/9/2019,4
a4Gf1000000nSevEAE,4000,5/3/2019,4
a4Gf1000000nSf3EAE,25000,12/15/2019,4
a4Gf1000000nSf4EAE,3500,5/28/2018,2
a4Gf1000000nSf7EAE,15000,9/10/2019,2
a4Gf1000000nSfFEAU,2000,4/9/2018,2
a4Gf1000000nSfIEAU,6000,7/3/2018,4
a4Gf1000000nSfREAU,6000,11/6/2018,2
a4Gf1000000nSfUEAU,110000,8/28/2018,1
a4Gf1000000nSfcEAE,8000,2/8/2018,2
a4Gf1000000nSfkEAE,65000,7/17/2018,3
a4Gf1000000nSflEAE,7000,7/2/2020,4
a4Gf1000000nSfuEAE,5000,12/3/2020,3
a4Gf1000000nSfvEAE,100000,7/10/2019,4
a4Gf1000000nSg4EAE,4200,11/14/2020,1
a4Gf1000000nSg6EAE,6000,4/29/2019,3
a4Gf1000000nSgAEAU,100000,4/28/2018,4
a4Gf1000000nSgFEAU,3500,12/17/2020,2
a4Gf1000000nSgJEAU,20000,7/29/2019,3
a4Gf1000000nSgMEAU,22000,6/8/2020,1
a4Gf1000000nSgQEAU,17500,4/2/2020,4
a4Gf1000000nSgVEAU,10000,10/19/2020,4
a4Gf1000000nSgYEAU,10000,5/20/2020,3
a4Gf1000000nSgkEAE,15000,8/3/2020,2
a4Gf1000000nSgyEAE,7000,10/19/2018,4
a4Gf1000000nSh1EAE,25000,7/26/2019,4
a4Gf1000000nSh4EAE,5000,7/31/2019,1
a4Gf1000000nSh8EAE,6000,4/15/2018,2
a4Gf1000000nSh9EAE,20000,11/6/2018,2
a4Gf1000000nShKEAU,7500,8/2/2020,2
a4Gf1000000nShWEAU,10000,4/6/2018,3
a4Gf1000000nShZEAU,17500,9/22/2018,2
a4Gf1000000nShwEAE,3200,5/4/2019,4
a4Gf1000000nShzEAE,25000,3/3/2020,3
a4Gf1000000nSi5EAE,25000,3/2/2020,1
a4Gf1000000nSi6EAE,11200,5/12/2020,2
a4Gf1000000nSi9EAE,20000,10/14/2019,2
a4Gf1000000nSiDEAU,30000,12/13/2019,2
a4Gf1000000nSiJEAU,8500,1/13/2018,4
a4Gf1000000nSiPEAU,8000,11/26/2019,1
a4Gf1000000nSiQEAU,25000,12/3/2019,1
a4Gf1000000nSiREAU,60000,1/29/2020,1
a4Gf1000000nSiSEAU,8000,10/24/2019,3
a4Gf1000000nSiUEAU,8800,1/28/2020,1
a4Gf1000000nSiVEAU,20000,12/7/2020,3
a4Gf1000000nSiYEAU,5700,10/5/2018,4
a4Gf1000000nSibEAE,6600,12/29/2018,3
a4Gf1000000nSicEAE,11000,11/17/2019,3
a4Gf1000000nSijEAE,17000,12/18/2019,4
a4Gf1000000nSilEAE,60000,1/13/2020,4
a4Gf1000000nSipEAE,4500,4/24/2019,3
a4Gf1000000nSiqEAE,3500,5/7/2020,3
a4Gf1000000nSirEAE,2500,8/11/2018,4
a4Gf1000000nSiwEAE,12000,2/19/2019,4
a4Gf1000000nSixEAE,17000,9/15/2019,2
a4Gf1000000nSiyEAE,17500,12/16/2019,3
a4Gf1000000nSj0EAE,4000,12/7/2019,4
a4Gf1000000nSj4EAE,2500,9/16/2020,1
a4Gf1000000nSj5EAE,6600,1/5/2019,2
a4Gf1000000nSjCEAU,30000,7/23/2018,4
a4Gf1000000nSjEEAU,16000,6/5/2020,2
a4Gf1000000nSjREAU,9000,10/16/2018,2
a4Gf1000000nSjWEAU,23500,11/4/2018,4
a4Gf1000000nSjYEAU,5700,5/20/2020,1
a4Gf1000000nSjbEAE,75000,10/9/2019,4
a4Gf1000000nSjdEAE,4500,7/25/2018,4
a4Gf1000000nSjeEAE,6000,10/3/2018,2
a4Gf1000000nSjjEAE,35000,10/17/2019,4
a4Gf1000000nSjmEAE,17500,8/28/2018,2
a4Gf1000000nSjqEAE,7300,11/4/2018,2
a4Gf1000000nSjwEAE,8800,2/22/2020,4
a4Gf1000000nSk0EAE,13200,7/11/2020,1
a4Gf1000000nSk1EAE,33500,9/5/2020,2
a4Gf1000000nSk7EAE,50000,1/6/2020,4
a4Gf1000000nSkBEAU,30000,7/23/2018,2
a4Gf1000000nSkEEAU,19000,6/19/2019,1
a4Gf1000000nSkFEAU,2300,5/8/2018,4
a4Gf1000000nSkOEAU,14000,3/16/2020,2
a4Gf1000000nSkQEAU,15000,1/16/2019,4
a4Gf1000000nSkSEAU,3000,1/29/2018,4
a4Gf1000000nSkXEAU,7800,10/16/2018,4
a4Gf1000000nSkYEAU,4200,2/8/2018,4
a4Gf1000000nSkfEAE,75000,11/26/2020,4
a4Gf1000000nSkkEAE,3500,3/12/2020,4
a4Gf1000000nSkmEAE,12000,10/17/2019,3
a4Gf1000000nSknEAE,25000,1/23/2018,2
a4Gf1000000nSkrEAE,58000,12/12/2020,4
a4Gf1000000nSkzEAE,6600,9/10/2020,4
a4Gf1000000nSl8EAE,7200,3/15/2019,3
a4Gf1000000nSlDEAU,40000,12/22/2019,2
a4Gf1000000nSlFEAU,7500,9/24/2019,4
a4Gf1000000nSlHEAU,22000,2/22/2018,3
a4Gf1000000nSlKEAU,1500,3/1/2019,2
a4Gf1000000nSlNEAU,5500,7/15/2019,2
a4Gf1000000nSlOEAU,5600,1/3/2020,4
a4Gf1000000nSlZEAU,8800,2/16/2018,4
a4Gf1000000nSlpEAE,6600,4/4/2020,4
a4Gf1000000nSlvEAE,100000,3/7/2018,4
a4Gf1000000nSlxEAE,5800,1/6/2019,4
a4Gf1000000nSlyEAE,3300,12/15/2019,1
a4Gf1000000nSm1EAE,21000,7/27/2019,4
a4Gf1000000nSm2EAE,6500,10/8/2019,2
a4Gf1000000nSm6EAE,16000,11/4/2020,2
a4Gf1000000nSm7EAE,5000,1/20/2018,3
a4Gf1000000nSmDEAU,4000,3/24/2018,2
a4Gf1000000nSmFEAU,10000,3/3/2019,4
a4Gf1000000nSmQEAU,8800,12/28/2019,2
a4Gf1000000nSmREAU,75000,4/26/2019,3
a4Gf1000000nSmTEAU,7500,3/11/2018,2
a4Gf1000000nSmaEAE,15000,2/2/2020,4
a4Gf1000000nSmiEAE,5700,11/17/2020,1
a4Gf1000000nSmpEAE,53000,4/8/2019,1
a4Gf1000000nSmyEAE,11000,8/27/2018,2
a4Gf1000000nSn2EAE,3500,11/10/2018,4
a4Gf1000000nSnCEAU,6600,3/1/2019,3
a4Gf1000000nSnHEAU,16000,5/17/2018,3
a4Gf1000000nSnJEAU,5600,5/12/2018,4
a4Gf1000000nSnKEAU,84000,9/6/2018,4
a4Gf1000000nSnOEAU,7000,10/2/2020,2
a4Gf1000000nSndEAE,52000,8/9/2018,4
a4Gf1000000nSngEAE,20000,2/27/2018,1
a4Gf1000000nSnpEAE,45000,3/14/2019,3
a4Gf1000000nSnsEAE,7000,2/24/2019,2
a4Gf1000000nSo8EAE,23000,3/12/2018,2
a4Gf1000000nSoBEAU,20000,9/20/2018,3
a4Gf1000000nSoIEAU,15000,8/6/2020,2
a4Gf1000000nS5cEAE,12000,12/28/2019,3
a4Gf1000000nS5eEAE,14000,9/8/2020,2
a4Gf1000000nS5gEAE,10000,8/5/2019,4
a4Gf1000000nS5kEAE,12000,2/13/2020,1
a4Gf1000000nS5mEAE,3000,4/27/2018,4
a4Gf1000000nS5rEAE,25000,11/14/2019,2
a4Gf1000000nS5tEAE,100000,9/29/2018,2
a4Gf1000000nS5yEAE,2800,11/30/2019,2
a4Gf1000000nS62EAE,27500,6/6/2020,2
a4Gf1000000nS63EAE,30000,5/3/2018,2
a4Gf1000000nS65EAE,6600,12/7/2020,4
a4Gf1000000nS68EAE,3000,6/6/2020,2
a4Gf1000000nS69EAE,6600,3/11/2020,4
a4Gf1000000nS6BEAU,4500,7/27/2019,4
a4Gf1000000nS6FEAU,5000,8/2/2020,2
a4Gf1000000nS6GEAU,4000,2/8/2020,4
a4Gf1000000nS6HEAU,10000,12/20/2020,3
a4Gf1000000nS6NEAU,11000,4/13/2018,1
a4Gf1000000nS6UEAU,26000,11/16/2019,2
a4Gf1000000nS6WEAU,4500,5/15/2020,3
a4Gf1000000nS6fEAE,1500,12/31/2019,2
a4Gf1000000nS6mEAE,20000,11/16/2019,2
a4Gf1000000nS6tEAE,20000,11/25/2018,4
a4Gf1000000nS6uEAE,4000,6/4/2019,4
a4Gf1000000nS70EAE,10000,3/1/2019,3
a4Gf1000000nS72EAE,24000,1/1/2018,1
a4Gf1000000nS76EAE,21000,7/3/2020,2
a4Gf1000000nS7BEAU,6000,12/13/2018,3
a4Gf1000000nS7CEAU,55000,9/4/2019,4
a4Gf1000000nS7EEAU,20000,5/21/2019,4
a4Gf1000000nS7GEAU,16000,6/14/2020,3
a4Gf1000000nS7PEAU,6000,4/17/2019,3
a4Gf1000000nS7UEAU,7300,1/12/2020,1
a4Gf1000000nS7XEAU,7500,1/30/2018,3
a4Gf1000000nS7cEAE,8800,4/13/2019,1
a4Gf1000000nS7kEAE,1600,7/12/2020,4
a4Gf1000000nS7oEAE,175000,9/21/2018,4
a4Gf1000000nS7qEAE,6600,5/29/2019,1
a4Gf1000000nS7rEAE,115000,10/6/2019,3
a4Gf1000000nSL9EAM,3500,3/11/2020,1
a4Gf1000000nSLHEA2,11000,5/12/2020,2
a4Gf1000000nSLIEA2,10000,10/6/2019,4
a4Gf1000000nSLKEA2,17000,12/23/2020,2
a4Gf1000000nSLPEA2,15000,12/9/2020,3
a4Gf1000000nSLTEA2,12000,12/27/2018,2
a4Gf1000000nSLUEA2,5000,2/12/2020,4
a4Gf1000000nSLZEA2,4500,8/29/2019,4
a4Gf1000000nSLcEAM,10000,9/20/2020,1
a4Gf1000000nSLlEAM,8800,10/6/2018,4
a4Gf1000000nSLoEAM,30000,2/5/2018,3
a4Gf1000000nSLtEAM,12000,8/22/2019,4
a4Gf1000000nSLvEAM,150000,5/21/2020,2
